"Date_Listened","Song_Name","Artist","Feature_Artists","Album","Duration","Genre","Subgenre","Tempo_BPM","Key_Signature","Album_Release_Date","Listen_History_PK"
"2023-02-07","Backseat","Joe Trufant","","Fall Through 2","209","R&B","Contemporary R&B","102","D Minor","2020-04-10","1312"
"2023-02-07","Recognize (feat. Drake)","PARTYNEXTDOOR","Drake","PARTYNEXTDOOR TWO","311","R&B","Trap Soul","120","D Major","2014-07-29","1313"
"2023-02-07","Break From Toronto","PARTYNEXTDOOR","","PARTYNEXTDOOR","99","R&B","Trap Soul","117","A Major","2013-07-01","1314"
"2023-02-07","Extra","Future","","SAVE ME","173","Hip-Hop","Trap","106","G# Minor","2019-06-07","1315"
"2023-02-07","Redbone","Era","","Redbone","179","R&B","Trap Soul","91","C# Minor","2020-03-20","1316"
"2023-02-07","Where Ya At (feat. Drake)","Future","Drake","DS2 (Deluxe)","208","Hip-Hop","Trap","162","C# Major","2015-07-17","1317"
"2023-02-07","Mask Off","Future","","FUTURE","204","Hip-Hop","Trap","150","D Major","2017-06-30","1318"
"2023-02-07","Lie To Me","Black Atlass","","Dream Awake","210","R&B","Alternative R&B","158","B Minor","2020-04-03","1319"
"2023-02-07","Run This","PLAZA","","SHADOW","233","R&B","Alternative R&B","114","D# Minor","2017-06-11","1320"
"2023-02-07","MEDICINE","Lyfe Harris","","ENIGMA","163","R&B","Trap Soul","85","F# Minor","2022-02-18","1321"
"2023-02-07","Stick Talk","Future","","DS2 (Deluxe)","171","Hip-Hop","Trap","160","G Major","2015-07-17","1322"
"2023-02-07","Belong To The World","The Weeknd","","Kiss Land","307","R&B","Alternative R&B","121","F Minor","2013-01-01","1323"
"2023-02-07","Live For","The Weeknd","Drake","Kiss Land","222","R&B","Alternative R&B","76","C Major","2013-01-01","1324"
"2023-02-07","Diamond","Norman Perry","","XX2","134","R&B","Trap Soul","129","C# Minor","2018-10-02","1325"
"2023-02-07","WAIT FOR U (feat. Drake & Tems)","Future","Drake, Tems","I NEVER LIKED YOU","189","Hip-Hop","Trap","83","C# Major","2022-04-29","1326"
"2023-02-07","Bad Neighbors","K. Forest","","Welcome to the Wildfire","160","R&B","Contemporary R&B","120","D# Minor","2021-03-19","1327"
"2023-02-07","Low Life (feat. The Weeknd)","Future","The Weeknd","EVOL","313","Hip-Hop","Trap","144","G# Major","2016-04-13","1328"
"2023-02-07","Hold you up (feat. Annahstasia & Steven Bamidele)","KayCyy","Annahstasia, Steven Bamidele","Get Used To It","236","Soul","Alternative Soul","200","A# Minor","2022-06-02","1329"
"2023-02-07","404","Lyfe Harris","","ENIGMA","156","R&B","Trap Soul","89","G Major","2022-02-18","1330"
"2023-02-07","Don't Panic","Lyfe Harris","","Don't Panic","112","R&B","Trap Soul","108","A# Minor","2020-01-06","1331"
"2023-02-07","MTFU","6LACK","","FREE 6LACK","208","R&B","Trap Soul","112","A# Minor","2016-11-18","1332"
"2023-02-07","Like That","Norman Perry","","XX2","240","R&B","Trap Soul","90","B Minor","2018-10-02","1333"
"2023-02-08","Kiss Land","The Weeknd","","Kiss Land","455","R&B","Alternative R&B","122","B Minor","2013-01-01","1334"
"2023-02-08","The Fall","The Weeknd","","Trilogy","345","R&B","Alternative R&B","75","C# Major","2012-11-13","1335"
"2023-02-08","WEST DISTRICT","PARTYNEXTDOOR","","PARTYPACK","303","R&B","Trap Soul","95","C# Major","2020-10-16","1336"
"2023-02-08","Loft Music","The Weeknd","","Trilogy","363","R&B","Alternative R&B","172","F# Minor","2012-11-13","1337"
"2023-02-08","Water","PLAZA","","One","181","R&B","Alternative R&B","104","C# Minor","2016-08-29","1338"
"2023-02-08","Heartbreaker","Tilladre","","Heartbreaker","234","R&B","Alternative R&B","82","A Major","2020-08-28","1339"
"2023-02-08","Bad Neighbors","K. Forest","","Welcome to the Wildfire","160","R&B","Contemporary R&B","120","D# Minor","2021-03-19","1340"
"2023-02-08","Cash Flow","TYuS","","Cash Flow","194","R&B","Trap Soul","99","G# Major","2015-11-24","1341"
"2023-02-08","Party Monster","The Weeknd","","Starboy","249","Pop","Electropop","78","C# Major","2016-11-25","1342"
"2023-02-08","Summer Bummer (feat. A$AP Rocky & Playboi Carti)","Lana Del Rey","A$AP Rocky, Playboi Carti","Lust for Life","260","Pop","Indie Pop","135","C# Major","2017-07-21","1343"
"2023-02-08","Lie To Me","Black Atlass","","Dream Awake","210","R&B","Alternative R&B","158","B Minor","2020-04-03","1344"
"2023-02-08","You Know","Lyfe Harris","","Nothing New","179","R&B","Trap Soul","89","F Minor","2021-02-10","1345"
"2023-02-08","Reason","PLAZA","","One","241","R&B","Alternative R&B","174","C Major","2016-08-29","1346"
"2023-02-08","I Want Her Too","Artie J","","Emotional Indulgence","172","R&B","Trap Soul","90","B Minor","2021-10-08","1347"
"2023-02-08","the BLACK seminole.","Lil Yatchy","","Let’s Start Here","411","Rock","Psychadelic Rock","114","A Minor","2023-01-27","1348"
"2023-02-08","the ride-","Lil Yatchy","","Let’s Start Here","190","Rock","Psychadelic Rock","152","C# Minor","2023-01-27","1349"
"2023-02-08","running out of time","Lil Yatchy","","Let’s Start Here","269","Rock","Psychadelic Rock","90","A Major","2023-01-27","1350"
"2023-02-08","pRETTy","Lil Yatchy","","Let’s Start Here","162","Rock","Psychadelic Rock","128","F Major","2023-01-27","1351"
"2023-02-08",":(failure(:","Lil Yatchy","","Let’s Start Here","167","Rock","Psychadelic Rock","142","F Minor","2023-01-27","1352"
"2023-02-08","pRETTy","Lil Yatchy","","Let’s Start Here","162","Rock","Psychadelic Rock","128","F Major","2023-01-27","1353"
"2023-02-08","Sundress","A$AP Rocky","","Sundress","158","Rock","Psychadelic Rock","125","F# Major","2018-11-20","1354"
"2023-02-08","DOMINO","Thouxanbanfauni","","CLAIRVOYANCE","122","Hip-Hop","Vapor Trap","133","G Minor","2020-07-21","1355"
"2023-02-08","AMERICAN MUSCLE","Thouxanbanfauni","","CLAIRVOYANCE","156","Hip-Hop","Vapor Trap","160","A# Minor","2020-07-21","1356"
"2023-02-08","ULTRA VIOLET","Thouxanbanfauni","","CLAIRVOYANCE","157","Hip-Hop","Vapor Trap","160","C# Minor","2020-07-21","1357"
"2023-02-08","Miss The Rage (feat. Playboi Carti)","Trippie Redd","Playboi Carti","Trip At Knight (Complete Edition)","236","Hip-Hop","Vapor Trap","77","G# Major","2021-08-21","1358"
"2023-02-08","R.I.P.","Playboi Carti","","Die Lit","192","Hip-Hop","Vapor Trap","140","G# Major","2018-05-11","1359"
"2023-02-08","Fell In Luv (feat. Bryson Tiller)","Playboi Carti","Bryson Tiller","Die Lit","206","Hip-Hop","Vapor Trap","163","D Major","2018-05-11","1360"
"2023-02-08","Self-Made","Bryson Tiller","","True to Self","167","Hip-Hop","Trap","143","G Minor","2017-05-26","1361"
"2023-02-08","Exchange","Bryson Tiller","","T R A P S O U L","194","R&B","Trap Soul","160","F# Major","2015-10-02","1362"
"2023-02-08","MTFU","6LACK","","FREE 6LACK","208","R&B","Trap Soul","112","A# Minor","2016-11-18","1363"
"2023-02-08","PRBLMS","6LACK","","FREE 6LACK","246","R&B","Trap Soul","69","A Major","2016-11-18","1364"
"2023-02-08","Between Us (feat. 21 Savage)","TYuS","21 Savage","Between Us (feat. 21 Savage)","263","R&B","Trap Soul","111","C# Major","2017-06-30","1365"
"2023-02-08","Cash Flow","TYuS","","Cash Flow","194","R&B","Trap Soul","99","G# Major","2015-11-24","1366"
"2023-02-08","DOMINO","Thouxanbanfauni","","CLAIRVOYANCE","122","Hip-Hop","Vapor Trap","133","G Minor","2020-07-21","1367"
"2023-02-09","Stick (with JID & J. Cole feat. Kenny Mason & Sheck Wes)","Dreamville","JID, J. Cole, Kenny Mason, Sheck Wes","D-Day: A Gangsta Grillz Mixtape","309","Hip-Hop","Trap","119","G Major","2022-03-31","1368"
"2023-02-09","Diamond","Norman Perry","","XX2","134","R&B","Trap Soul","129","C# Minor","2018-10-02","1369"
"2023-02-09","MAFIA","Travis Scott","","ESCAPE PLAN / MAFIA","240","Hip-Hop","Trap","110","C Minor","2021-11-05","1370"
"2023-02-09","Live For","The Weeknd","Drake","Kiss Land","222","R&B","Alternative R&B","76","C Major","2013-01-01","1371"
"2023-02-09","Party Monster","The Weeknd","","Starboy","249","Pop","Electropop","78","C# Major","2016-11-25","1372"
"2023-02-09","Exchange","Bryson Tiller","","T R A P S O U L","194","R&B","Trap Soul","160","F# Major","2015-10-02","1373"
"2023-02-09","404","Lyfe Harris","","ENIGMA","156","R&B","Trap Soul","89","G Major","2022-02-18","1374"
"2023-02-09","Belong To The World","The Weeknd","","Kiss Land","307","R&B","Alternative R&B","121","F Minor","2013-01-01","1375"
"2023-02-09","Bad Neighbors","K. Forest","","Welcome to the Wildfire","160","R&B","Contemporary R&B","120","D# Minor","2021-03-19","1376"
"2023-02-09","Diet Coke","Pusha T","","It's Almost Dry","180","Hip-Hop","Rap","164","A# Minor","2022-04-22","1377"
"2023-02-09","WAIT FOR U (feat. Drake & Tems)","Future","Drake, Tems","I NEVER LIKED YOU","189","Hip-Hop","Trap","83","C# Major","2022-04-29","1378"
"2023-02-09","White Dress","Lana Del Rey","","Chemtrails Over The Country Club","333","Pop","Indie Pop","123","C Major","2021-03-19","1379"
"2023-02-09","Mask Off","Future","","FUTURE","204","Hip-Hop","Trap","150","D Major","2017-06-30","1380"
"2023-02-09","White Dress","Lana Del Rey","","Chemtrails Over The Country Club","333","Pop","Indie Pop","123","C Major","2021-03-19","1381"
"2023-02-09","MTFU","6LACK","","FREE 6LACK","208","R&B","Trap Soul","112","A# Minor","2016-11-18","1382"
"2023-02-09","Pretty Little Fears (feat. J. Cole)","6LACK","J. Cole","East Atlanta Love Letter","240","R&B","Trap Soul","192","A Major","2018-09-14","1383"
"2023-02-09","Never Know","6LACK","","FREE 6LACK","249","R&B","Trap Soul","95","F Minor","2016-11-18","1384"
"2023-02-09","Rules","6LACK","","FREE 6LACK","211","R&B","Trap Soul","147","G# Minor","2016-11-18","1385"
"2023-02-09","PRBLMS","6LACK","","FREE 6LACK","246","R&B","Trap Soul","69","A Major","2016-11-18","1386"
"2023-02-09","Free","6LACK","","FREE 6LACK","263","R&B","Trap Soul","124","D Major","2016-11-18","1387"
"2023-02-09","Learn Ya","6LACK","","FREE 6LACK","215","R&B","Trap Soul","82","C Minor","2016-11-18","1388"
"2023-02-09","MTFU","6LACK","","FREE 6LACK","208","R&B","Trap Soul","112","A# Minor","2016-11-18","1389"
"2023-02-09","Luving U","6LACK","","FREE 6LACK","252","R&B","Trap Soul","122","A# Major","2016-11-18","1390"
"2023-02-09","High For This","The Weeknd","","Trilogy","247","R&B","Alternative R&B","75","B Minor","2012-11-13","1391"
"2023-02-09","Kiss Land","The Weeknd","","Kiss Land","455","R&B","Alternative R&B","122","B Minor","2013-01-01","1392"
"2023-02-09","Summer Sauga","Hiddenhillsforever","","Summer Sauga","227","R&B","Trap Soul","90","A# Minor","2021-09-03","1393"
"2023-02-09","Endless","Hiddenhillsforever","","Hell Of A Night","208","Hip-Hop","Trap","157","D Major","2021-05-07","1394"
"2023-02-09","Hold Up","PLAZA","","One","182","R&B","Alternative R&B","127","D Minor","2016-08-29","1395"
"2023-02-09","pRETTy","Lil Yatchy","","Let’s Start Here","162","Rock","Psychadelic Rock","128","F Major","2023-01-27","1396"
"2023-02-09","Decisions","Lyfe Harris","","Decisions","168","R&B","Trap Soul","110","F# Minor","2020-02-17","1397"
"2023-02-09","You Know","Lyfe Harris","","Nothing New","179","R&B","Trap Soul","89","F Minor","2021-02-10","1398"
"2023-02-09","Full Speed Ahead","Lyfe Harris","","Nothing New","176","R&B","Trap Soul","154","G Minor","2021-02-10","1399"
"2023-02-09","Serial Killer","Lyfe Harris","","Nothing New","202","R&B","Trap Soul","110","F Minor","2021-02-10","1400"
"2023-02-09","Find Her","Lyfe Harris","","Nothing New","133","R&B","Trap Soul","89","F# Minor","2021-02-10","1401"
"2023-02-09","Designer","Lyfe Harris","","Nothing New","198","R&B","Trap Soul","144","F# Minor","2021-02-10","1402"
"2023-02-09","Emotion","Lyfe Harris","","Nothing New","214","R&B","Trap Soul","119","C# Minor","2021-02-10","1403"
"2023-02-09","After Dollars Interlude","Lyfe Harris","","Nothing New","148","R&B","Trap Soul","97","F Minor","2021-02-10","1404"
"2023-02-10","PRBLMS","6LACK","","FREE 6LACK","246","R&B","Trap Soul","69","A Major","2016-11-18","1405"
"2023-02-10","Never Know","6LACK","","FREE 6LACK","249","R&B","Trap Soul","95","F Minor","2016-11-18","1406"
"2023-02-10","MTFU","6LACK","","FREE 6LACK","208","R&B","Trap Soul","112","A# Minor","2016-11-18","1407"
"2023-02-10","Glock Six - Bonus","6LACK","","FREE 6LACK","190","R&B","Trap Soul","83","B Minor","2016-11-18","1408"
"2023-02-10","Endless","Hiddenhillsforever","","Hell Of A Night","208","Hip-Hop","Trap","157","D Major","2021-05-07","1409"
"2023-02-10","pRETTy","Lil Yatchy","","Let’s Start Here","162","Rock","Psychadelic Rock","128","F Major","2023-01-27","1410"
"2023-02-10","DOMINO","Thouxanbanfauni","","CLAIRVOYANCE","122","Hip-Hop","Vapor Trap","133","G Minor","2020-07-21","1411"
"2023-02-10","R.I.P.","Playboi Carti","","Die Lit","192","Hip-Hop","Vapor Trap","140","G# Major","2018-05-11","1412"
"2023-02-10","Sky","Playboi Carti","","Whole Lotta Red","193","Hip-Hop","Vapor Trap","140","D Major","2020-12-25","1413"
"2023-02-10","Summer Bummer (feat. A$AP Rocky & Playboi Carti)","Lana Del Rey","A$AP Rocky, Playboi Carti","Lust for Life","260","Pop","Indie Pop","135","C# Major","2017-07-21","1414"
"2023-02-10","A$AP Forever (feat. Moby)","A$AP Rocky","Moby","A$AP Forever (feat. Moby)","233","Hip-Hop","Experimental Hip-Hop","126","A# Minor","2018-04-05","1415"
"2023-02-10","Changes","A$AP Rocky","","TESTING","314","Hip-Hop","Experimental Hip-Hop","137","D# Major","2018-05-25","1416"
"2023-02-10","More 2 Us","TYuS","","More 2 Us","228","R&B","Trap Soul","74","F# Minor","2020-06-16","1417"
"2023-02-10","Water","PLAZA","","One","181","R&B","Alternative R&B","104","C# Minor","2016-08-29","1418"
"2023-02-10","All Night","PLAZA","","One","201","R&B","Alternative R&B","113","A# Major","2016-08-29","1419"
"2023-02-10","Lie To Me","Black Atlass","","Dream Awake","210","R&B","Alternative R&B","158","B Minor","2020-04-03","1420"
"2023-02-10","Designer","Lyfe Harris","","Nothing New","198","R&B","Trap Soul","144","F# Minor","2021-02-10","1421"
"2023-02-10","Locations","LVNDVN","","HYPRWRLD","219","R&B","Alternative R&B","92","B Minor","2019-04-12","1422"
"2023-02-10","Use Me","PLAZA","","Nocturnes","238","R&B","Alternative R&B","147","B Minor","2021-10-01","1423"
"2023-02-10","Get Even","PLAZA","","Nocturnes","200","R&B","Alternative R&B","155","F Minor","2021-10-01","1424"
"2023-02-10","Love You Again","PLAZA","","SHADOW","281","R&B","Alternative R&B","138","B Minor","2017-06-11","1425"
"2023-02-10","Coming Down","The Weeknd","","Trilogy","295","R&B","Alternative R&B","121","D Minor","2012-11-13","1426"
"2023-02-10","Someone Else","Norman Perry","","Way Darker This Time","185","R&B","Trap Soul","89","A# Minor","2020-04-10","1427"
"2023-02-10","Bentley Keys","Lyfe Harris","","Bentley Keys","145","R&B","Trap Soul","108","F Minor","2020-10-23","1428"
"2023-02-10","Rebel","Norman Perry","","Way Darker This Time","153","R&B","Trap Soul","125","D# Minor","2020-04-10","1429"
"2023-02-10","Chasing","Artie J","","I Hate Pretty Girls","218","R&B","Trap Soul","120","C# Minor","2020-02-16","1430"
"2023-02-10","Decisions","Lyfe Harris","","Decisions","168","R&B","Trap Soul","110","F# Minor","2020-02-17","1431"
"2023-02-11","Bentley Keys","Lyfe Harris","","Bentley Keys","145","R&B","Trap Soul","108","F Minor","2020-10-23","1432"
"2023-02-11","Decisions","Lyfe Harris","","Decisions","168","R&B","Trap Soul","110","F# Minor","2020-02-17","1433"
"2023-02-11","Hamptons","Lyfe Harris","","Hamptons","168","R&B","Trap Soul","97","C# Minor","2020-09-24","1434"
"2023-02-11","The Party & The After Party","The Weeknd","","Trilogy","459","R&B","Alternative R&B","204","F Minor","2012-11-13","1435"
"2023-02-11","Tell Your Friends","The Weeknd","","Beauty Behind The Madness","334","R&B","Contemporary R&B","75","C# Minor","2015-08-28","1436"
"2023-02-11","Love You Again","PLAZA","","SHADOW","281","R&B","Alternative R&B","138","B Minor","2017-06-11","1437"
"2023-02-11","Government Official","Future","","SAVE ME","150","Hip-Hop","Trap","145","C# Major","2019-06-07","1438"
"2023-02-11","FALLING","Che Ecru","","PREJECTION","134","R&B","Indie R&B","100","B Minor","2020-05-15","1439"
"2023-02-11","Wus Good / Curious","PARTYNEXTDOOR","","PARTYNEXTDOOR","212","R&B","Trap Soul","83","B Major","2013-07-01","1440"
"2023-02-11","The Knowing","The Weeknd","","Trilogy","340","R&B","Alternative R&B","86","F# Minor","2012-11-13","1441"
"2023-02-11","Love You Again","PLAZA","","SHADOW","281","R&B","Alternative R&B","138","B Minor","2017-06-11","1442"
"2023-02-11","Water","PLAZA","","One","181","R&B","Alternative R&B","104","C# Minor","2016-08-29","1443"
"2023-02-11","Wanting You","PLAZA","","One","240","R&B","Alternative R&B","112","F# Minor","2016-08-29","1444"
"2023-02-11","Turn On Me","Future","","HNDRXX","264","Hip-Hop","Trap","127","B Major","2017-07-27","1445"
"2023-02-11","Sainted","Norman Perry","","Way Darker This Time","192","R&B","Trap Soul","140","G Minor","2020-04-10","1446"
"2023-02-11","Tell Your Friends","The Weeknd","","Beauty Behind The Madness","334","R&B","Contemporary R&B","75","C# Minor","2015-08-28","1447"
"2023-02-11","Doll House","Lyfe Harris","","Since We're Here","135","R&B","Trap Soul","108","G Major","2020-04-04","1448"
"2023-02-11","Full Speed Ahead","Lyfe Harris","","Nothing New","176","R&B","Trap Soul","154","G Minor","2021-02-10","1449"
"2023-02-11","Pawn","Lyfe Harris","","Since We're Here","153","R&B","Trap Soul","100","E Major","2020-04-04","1450"
"2023-02-11","Crash","PLAZA","","Crash","231","R&B","Alternative R&B","118","G Minor","2022-02-25","1451"
"2023-02-11","404","Lyfe Harris","","ENIGMA","156","R&B","Trap Soul","89","G Major","2022-02-18","1452"
"2023-02-11","MEDICINE","Lyfe Harris","","ENIGMA","163","R&B","Trap Soul","85","F# Minor","2022-02-18","1453"
"2023-02-11","Bad Neighbors","K. Forest","","Welcome to the Wildfire","160","R&B","Contemporary R&B","120","D# Minor","2021-03-19","1454"
"2023-02-11","Like That","Norman Perry","","XX2","240","R&B","Trap Soul","90","B Minor","2018-10-02","1455"
"2023-02-11","Low Life (feat. The Weeknd)","Future","The Weeknd","EVOL","313","Hip-Hop","Trap","144","G# Major","2016-04-13","1456"
"2023-02-11","Diet Coke","Pusha T","","It's Almost Dry","180","Hip-Hop","Rap","164","A# Minor","2022-04-22","1457"
"2023-02-11","The Zone","The Weeknd","Drake","Trilogy","418","R&B","Alternative R&B","140","D# Minor","2012-11-13","1458"
"2023-02-11","Let The Smokers Shine The Coupes","Pusha T","","It's Almost Dry","150","Hip-Hop","Rap","99","C# Major","2022-04-22","1459"
"2023-02-11","Twenty Eight","The Weeknd","","Trilogy","258","R&B","Alternative R&B","130","D# Minor","2012-11-13","1460"
"2023-02-11","Diamond","Norman Perry","","XX2","134","R&B","Trap Soul","129","C# Minor","2018-10-02","1461"
"2023-02-11","From The Garden (feat. Lil Uzi Vert)","Isaiah Rashad","Lil Uzi Vert","The House Is Burning","189","Hip-Hop","Southern Hip-Hop","142","F# Minor","2021-07-30","1462"
"2023-02-11","brand new","Alley","Lev, Svi","brand new","212","R&B","Trap Soul","134","E Minor","2022-01-28","1463"
"2023-02-11","Party Monster","The Weeknd","","Starboy","249","Pop","Electropop","78","C# Major","2016-11-25","1464"
"2023-02-11","Too Many Times","Norman Perry","","XX2","200","R&B","Trap Soul","102","D Major","2018-10-02","1465"
"2023-02-11","Don't Panic","Lyfe Harris","","Don't Panic","112","R&B","Trap Soul","108","A# Minor","2020-01-06","1466"
"2023-02-11","Remember","PLAZA","","Nocturnes","212","R&B","Alternative R&B","122","E Minor","2021-10-01","1467"
"2023-02-11","I Want Her Too","Artie J","","Emotional Indulgence","172","R&B","Trap Soul","90","B Minor","2021-10-08","1468"
"2023-02-11","FREAK IN YOU","PARTYNEXTDOOR","","COLOURS 2","272","R&B","Contemporary R&B","87","C# Major","2017-06-02","1469"
"2023-02-11","Never Know","6LACK","","FREE 6LACK","249","R&B","Trap Soul","95","F Minor","2016-11-18","1470"
"2023-02-12","All Night","PLAZA","","One","201","R&B","Alternative R&B","113","A# Major","2016-08-29","1471"
"2023-02-12","Reason","PLAZA","","One","241","R&B","Alternative R&B","174","C Major","2016-08-29","1472"
"2023-02-12","Water","PLAZA","","One","181","R&B","Alternative R&B","104","C# Minor","2016-08-29","1473"
"2023-02-12","Wanting You","PLAZA","","One","240","R&B","Alternative R&B","112","F# Minor","2016-08-29","1474"
"2023-02-12","Again","PLAZA","","One","196","R&B","Alternative R&B","68","A Minor","2016-08-29","1475"
"2023-02-12","Hold Up","PLAZA","","One","182","R&B","Alternative R&B","127","D Minor","2016-08-29","1476"
"2023-02-12","Bentley Keys","Lyfe Harris","","Bentley Keys","145","R&B","Trap Soul","108","F Minor","2020-10-23","1477"
"2023-02-12","Don't Panic","Lyfe Harris","","Don't Panic","112","R&B","Trap Soul","108","A# Minor","2020-01-06","1478"
"2023-02-12","White Dress","Lana Del Rey","","Chemtrails Over The Country Club","333","Pop","Indie Pop","123","C Major","2021-03-19","1479"
"2023-02-12","THE SUN","KayCyy","Gesaffelstein","TW20 50","188","Hip-Hop","Vapor Trap","133","G# Major","2022-03-11","1480"
"2023-02-12","Hold you up (feat. Annahstasia & Steven Bamidele)","KayCyy","Annahstasia, Steven Bamidele","Get Used To It","236","Soul","Alternative Soul","200","A# Minor","2022-06-02","1481"
"2023-02-12","A$AP Forever (feat. Moby)","A$AP Rocky","Moby","A$AP Forever (feat. Moby)","233","Hip-Hop","Experimental Hip-Hop","126","A# Minor","2018-04-05","1482"
"2023-02-12","brand new","Alley","Lev, Svi","brand new","212","R&B","Trap Soul","134","E Minor","2022-01-28","1483"
"2023-02-12","Palace","A$AP Rocky","","LIVE.LOVE.A$AP","162","Hip-Hop","East Coast Hip-Hop","134","G Major","2011-10-31","1484"
"2023-02-12","pRETTy","Lil Yatchy","","Let’s Start Here","162","Rock","Psychadelic Rock","128","F Major","2023-01-27","1485"
"2023-02-12","Endless","Hiddenhillsforever","","Hell Of A Night","208","Hip-Hop","Trap","157","D Major","2021-05-07","1486"
"2023-02-12","DOMINO","Thouxanbanfauni","","CLAIRVOYANCE","122","Hip-Hop","Vapor Trap","133","G Minor","2020-07-21","1487"
"2023-02-12","Emotion","Lyfe Harris","","Nothing New","214","R&B","Trap Soul","119","C# Minor","2021-02-10","1488"
"2023-02-12","Kinda Like It","Black Atlass","","Pain & Pleasure","265","R&B","Alternative R&B","83","B Minor","2018-07-12","1489"
"2023-02-12","Rebel","Norman Perry","","Way Darker This Time","153","R&B","Trap Soul","125","D# Minor","2020-04-10","1490"
"2023-02-12","Nextel","Lyfe Harris","","Since We're Here","102","R&B","Trap Soul","81","A Minor","2020-04-04","1491"
"2023-02-12","You Know","Lyfe Harris","","Nothing New","179","R&B","Trap Soul","89","F Minor","2021-02-10","1492"
"2023-02-12","Wanting You","PLAZA","","One","240","R&B","Alternative R&B","112","F# Minor","2016-08-29","1493"
"2023-02-12","Mission","Norman Perry","","Way Darker This Time","127","R&B","Trap Soul","136","F# Minor","2020-04-10","1494"
"2023-02-12","Someone Else","Norman Perry","","Way Darker This Time","185","R&B","Trap Soul","89","A# Minor","2020-04-10","1495"
"2023-02-12","Signals","Norman Perry","","Way Darker This Time","148","R&B","Trap Soul","84","C# Major","2020-04-10","1496"
"2023-02-12","Sainted","Norman Perry","","Way Darker This Time","192","R&B","Trap Soul","140","G Minor","2020-04-10","1497"
"2023-02-12","Play Your Roll","Norman Perry","","Way Darker This Time","125","R&B","Trap Soul","122","G Major","2020-04-10","1498"
"2023-02-12","Vision","Norman Perry","","Way Darker This Time","131","R&B","Trap Soul","131","C# Major","2020-04-10","1499"
"2023-02-12","Rebel","Norman Perry","","Way Darker This Time","153","R&B","Trap Soul","125","D# Minor","2020-04-10","1500"
"2023-02-12","Like That","Norman Perry","","XX2","240","R&B","Trap Soul","90","B Minor","2018-10-02","1501"
"2023-02-12","PRBLMS","6LACK","","FREE 6LACK","246","R&B","Trap Soul","69","A Major","2016-11-18","1502"
"2023-02-12","White Dress","Lana Del Rey","","Chemtrails Over The Country Club","333","Pop","Indie Pop","123","C Major","2021-03-19","1503"
"2023-02-12","Chemtrails Over The Country Club","Lana Del Rey","","Chemtrails Over The Country Club","271","Pop","Indie Pop","201","E Minor","2021-03-19","1504"
"2023-02-12","Dark Hearted","Freddie Gibbs","","$oul $old $eparately","205","Hip-Hop","Rap","96","D# Minor","2022-09-30","1505"
"2023-02-12","Stick (with JID & J. Cole feat. Kenny Mason & Sheck Wes)","Dreamville","JID, J. Cole, Kenny Mason, Sheck Wes","D-Day: A Gangsta Grillz Mixtape","309","Hip-Hop","Trap","119","G Major","2022-03-31","1506"
"2023-02-12","Live For","The Weeknd","Drake","Kiss Land","222","R&B","Alternative R&B","76","C Major","2013-01-01","1507"
"2023-02-12","No Idea","Don Toliver","","Heaven Or Hell","154","Hip-Hop","Pop Trap","128","F# Minor","2020-05-13","1508"
"2023-02-12","Top Floor","Lyfe Harris","","Since We're Here","126","R&B","Trap Soul","106","C# Minor","2020-04-04","1509"
"2023-02-12","Paranoia / #1 Stunna","FXXXXY","","Do You Trust Me?","193","Hip-Hop","Trap","113","E Minor","2020-12-11","1510"
"2023-02-12","DOMINO","Thouxanbanfauni","","CLAIRVOYANCE","122","Hip-Hop","Vapor Trap","133","G Minor","2020-07-21","1511"
"2023-02-12","Solo","Future","","HNDRXX","265","Hip-Hop","Trap","111","F Minor","2017-07-27","1512"
"2023-02-12","Fine Whine (feat. Joe Fox, Future & M.I.A.)","A$AP Rocky","Joe Fox, Future, M.I.A.","AT.LONG.LAST.A$AP","218","Hip-Hop","Psychadelic Hip-Hop","114","C# Major","2015-05-26","1513"
"2023-02-12","Excuse Me","A$AP Rocky","","AT.LONG.LAST.A$AP","238","Hip-Hop","Psychadelic Hip-Hop","122","G# Major","2015-05-26","1514"
"2023-02-12","Prey","The Neighbourhood","","Wiped Out!","282","Rock","Alternative Rock","115","A Minor","2015-10-30","1515"
"2023-02-12","pRETTy","Lil Yatchy","","Let’s Start Here","162","Rock","Psychadelic Rock","128","F Major","2023-01-27","1516"
"2023-02-12","In Too Deep","Artie J","","Trap Girls Club","271","R&B","Trap Soul","152","A# Minor","2021-01-10","1517"
"2023-02-12","I Want Her Too","Artie J","","Emotional Indulgence","172","R&B","Trap Soul","90","B Minor","2021-10-08","1518"
"2023-02-12","Someone Else","Norman Perry","","Way Darker This Time","185","R&B","Trap Soul","89","A# Minor","2020-04-10","1519"
"2023-02-12","Decisions","Lyfe Harris","","Decisions","168","R&B","Trap Soul","110","F# Minor","2020-02-17","1520"
"2023-02-12","Babushka Boi","A$AP Rocky","","Babushka Boi","187","Hip-Hop","Rap","135","A# Minor","2019-08-28","1521"
"2023-02-12","Single","The Neighbourhood","","Wiped Out!","262","Rock","Alternative Rock","54","D Minor","2015-10-30","1522"
"2023-02-12","Still Alive","PLAZA","","Nocturnes","198","R&B","Alternative R&B","147","G Minor","2021-10-01","1523"
"2023-02-12","Reason","PLAZA","","One","241","R&B","Alternative R&B","174","C Major","2016-08-29","1524"
